Date,Weekday,Hour,HOEP,Ontario_Demand,Temperature,Windchill_Index,Wind_Speed,Humidex,Relative_Humidity,Dew_Point,Pressure_Station
2016-01-03,Sunday,21,22.63,18006,-7.5,-15.39,24,-10.57,66,-12.8,99.77
2016-01-03,Sunday,22,26.69,17347,-9.7,-18.84,28,-11.73,63,-15.5,99.85
2016-01-03,Sunday,23,14.64,16606,-11,-19.12,20,-14.28,60,-17.3,99.93
2016-01-04,Monday,0,25.69,17238,-11.5,-20.15,22,-15.55,61,-17.6,99.93
2016-01-04,Monday,1,6.36,14809,-11.4,-19.45,18,-16.06,63,-17.1,99.94
2016-01-04,Monday,2,5.6,14480,-11.4,-20.08,21,-15.94,64,-16.9,99.96
2016-01-04,Monday,3,-0.02,14295,-11.8,-20.72,23,-16.05,64,-17.3,100.04
2016-01-04,Monday,5,-0.93,14435,-13.1,-21.98,21,-17.08,67,-18,100.21
2016-01-04,Monday,6,1.32,15147,-14,-23.12,21,-17.69,69,-18.5,100.33
2016-01-04,Monday,7,9.81,16532,-14.8,-25.11,26,-18.70,65,-20,100.48
2016-01-04,Monday,8,18.86,18240,-15.3,-25.51,24,-19.53,67,-20.1,100.56
2016-01-04,Monday,9,15.91,18522,-15.3,-25.51,24,-19.94,68,-20,100.71
2016-01-04,Monday,10,14.51,18225,-14.2,-24.55,20,-18.81,65,-19.4,100.81
2016-01-04,Monday,11,5.89,17912,-12.6,-23.58,22,-17.39,59,-19.1,100.87
2016-01-04,Monday,12,14.34,17733,-12.2,-22.49,25,-16.84,53,-20,100.91
2016-01-04,Monday,13,13.89,17597,-12,-21.02,20,-16.31,53,-19.8,100.89
2016-01-04,Monday,14,13.31,17619,-12,-21.28,24,-15.99,53,-19.8,100.94
2016-01-04,Monday,15,11.49,17758,-11.8,-21.79,27,-16.11,52,-19.8,101.03
2016-01-04,Monday,16,16.53,18327,-12.4,-21.29,22,-16.60,47,-21.6,101.1
2016-01-04,Monday,17,30.79,19437,-12.9,-21.73,21,-17.22,48,-21.8,101.16
2016-01-04,Monday,19,39.26,20836,-13.2,-20.96,16,-17.94,49,-21.8,101.3
2016-01-04,Monday,20,37.12,20502,-13.4,-21.19,15,-18.00,53,-21.1,101.36
2016-01-04,Monday,21,30.54,20255,-13.8,-20.29,11,-18.29,55,-21,101.42
2016-01-04,Monday,22,27.53,19533,-13.8,-18.45,7,-18.29,55,-21,101.5
2016-01-04,Monday,23,25.26,18358,-13.8,-21.95,16,-18.50,55,-21,101.51
2016-01-05,Tuesday,0,3.1,16055,-14.1,-21.51,14,-18.68,58,-20.7,101.52
2016-01-05,Tuesday,2,29.23,15996,-14.8,-20.24,8,-19.27,62,-20.6,101.52
2016-01-05,Tuesday,3,27.51,15916,-14.6,-18.49,5,-19.36,63,-20.2,101.59
2016-01-05,Tuesday,4,26.15,15878,-14.6,-18.27,5,-19.23,65,-19.8,101.54
2016-01-05,Tuesday,5,14.34,15947,-14.7,-20.24,8,-19.21,67,-19.6,101.53
2016-01-05,Tuesday,6,15.2,16466,-14.9,-19.85,7,-19.20,68,-19.6,101.56
2016-01-05,Tuesday,7,29.57,17974,-14,-18.83,5,-18.69,66,-19.1,101.59
2016-01-05,Tuesday,8,39.33,19374,-13.6,-19.15,7,-18.37,66,-18.7,101.61
2016-01-05,Tuesday,10,29.53,18899,-10.1,-17.38,9,-14.69,61,-16.3,101.67
2016-01-05,Tuesday,11,29.02,18547,-7.5,-16.61,14,-11.92,59,-14.2,101.64
2016-01-05,Tuesday,12,27.6,18080,-6.3,-13.91,15,-10.56,56,-13.7,101.57
2016-01-05,Tuesday,13,24.44,17610,-4.6,-13.07,20,-8.98,40,-16.3,101.5
2016-01-05,Tuesday,14,8.13,17456,-3.6,-10.11,14,-7.93,43,-14.5,101.43
2016-01-05,Tuesday,15,5.98,17516,-2.7,-9.25,17,-6.78,49,-12,101.33
2016-01-05,Tuesday,16,12.1,18038,-3.2,-8.56,16,-6.67,57,-10.6,101.27
2016-01-05,Tuesday,17,29.74,19311,-3.9,-9.01,14,-7.07,63,-10,101.17
2016-01-05,Tuesday,18,31.7,20277,-4,-9.75,17,-7.91,65,-9.7,101.13
2016-01-05,Tuesday,19,29.86,20202,-4.4,-10.05,16,-7.95,68,-9.5,101.09
2016-01-05,Tuesday,20,30.6,19893,-5,-11.19,18,-8.10,71,-9.5,101.14
2016-01-05,Tuesday,21,22.78,19445,-5.5,-11.62,17,-8.73,73,-9.6,101.1
2016-01-05,Tuesday,22,17.44,18648,-5.6,-10.97,13,-9.32,72,-9.9,101.06
2016-01-05,Tuesday,23,4.83,17341,-5.1,-11.87,17,-9.08,68,-10.1,101.03
2016-01-06,Wednesday,0,12.32,15669,-5.2,-11.87,17,-9.01,71,-9.7,101.02
2016-01-06,Wednesday,1,0.38,15187,-5,-11.44,18,-8.85,68,-10,100.92
2016-01-06,Wednesday,2,0,14784,-6.8,-10.31,7,-8.46,75,-10.5,100.91
2016-01-06,Wednesday,3,0,14522,-6,-5.17,1,-9.95,74,-9.9,100.9
2016-01-06,Wednesday,4,0,14476,-5.4,-10.86,9,-9.30,73,-9.5,100.86
2016-01-06,Wednesday,5,-0.25,14586,-5.2,-7.72,5,-8.96,73,-9.3,100.83
2016-01-06,Wednesday,6,0.81,15148,-5,-5.23,2,-8.76,72,-9.3,100.86
2016-01-06,Wednesday,7,9.99,16504,-5,-9.68,9,-8.66,76,-8.6,100.87
2016-01-06,Wednesday,8,15.56,18112,-4.2,-7.66,6,-7.83,73,-8.3,100.85
2016-01-06,Wednesday,9,15.96,18213,-3.2,-9.37,14,-7.01,65,-8.9,100.85
2016-01-06,Wednesday,10,14.06,17600,-2.6,-8.15,14,-6.50,59,-9.6,100.84
2016-01-06,Wednesday,11,12.7,17234,-1.1,-6.70,11,-5.00,53,-9.5,100.81
2016-01-06,Wednesday,12,12.71,16927,0.9,-5.38,12,-2.95,44,-10,100.71
2016-01-06,Wednesday,13,9.01,16619,1.2,-3.37,14,-2.39,41,-10.7,100.61
2016-01-06,Wednesday,14,6.54,16678,1.8,-3.06,15,-2.03,39,-10.8,100.56
2016-01-06,Wednesday,15,5.91,16707,2.4,-3.03,17,-1.66,37,-10.9,100.5
2016-01-06,Wednesday,16,19.86,16869,1.2,-3.28,17,-1.58,39,-11.3,100.49
2016-01-06,Wednesday,17,22.54,18146,0.4,-2.27,8,-2.61,47,-9.7,100.47
2016-01-06,Wednesday,19,20.87,19400,-0.4,-1.52,4,-3.53,53,-8.9,100.48
2016-01-06,Wednesday,20,19.39,19105,-0.7,-4.22,9,-3.66,66,-6.3,100.52
2016-01-06,Wednesday,21,15.54,18731,-1.3,-3.91,7,-3.85,71,-5.9,100.49
2016-01-06,Wednesday,22,16.18,17971,-1.5,-2.75,4,-4.25,73,-5.7,100.51
2016-01-06,Wednesday,23,15.93,16841,-1.6,-2.97,4,-4.60,73,-5.8,100.51
2016-01-07,Thursday,0,15.49,15403,-2,-6.22,12,-4.89,75,-5.9,100.48
2016-01-07,Thursday,1,7.27,14795,-3.1,-5.11,5,-5.15,78,-6.4,100.45
2016-01-07,Thursday,2,5.88,14398,-3.4,-6.01,5,-6.44,82,-6,100.43
2016-01-07,Thursday,3,7.48,14210,-4.2,-5.14,3,-6.58,81,-7,100.43
2016-01-07,Thursday,4,10.23,14198,-4.5,-3.34,1,-7.24,87,-6.3,100.4
2016-01-07,Thursday,5,12.75,14356,-4.5,-4.59,2,-7.18,85,-6.7,100.37
2016-01-07,Thursday,6,15.4,15122,-4.1,-3.65,1,-7.23,83,-6.6,100.37
2016-01-07,Thursday,7,30.93,16439,-3.1,-3.54,1,-6.66,74,-7.1,100.37
2016-01-07,Thursday,8,27.5,18000,-4,-8.22,7,-6.41,79,-7.1,100.38
2016-01-07,Thursday,9,18.44,17989,-2.9,-5.32,4,-6.17,75,-6.7,100.36
2016-01-07,Thursday,10,16.71,17460,-0.5,-4.20,4,-3.70,72,-4.9,100.39
2016-01-07,Thursday,11,25.15,17154,0.6,-2.71,6,-2.26,66,-5,100.36
2016-01-07,Thursday,12,24.19,17075,2.1,-0.40,4,-1.01,56,-5.8,100.28
2016-01-07,Thursday,13,21.96,16841,3.5,-0.67,9,0.43,49,-6.2,100.24
2016-01-07,Thursday,14,20.53,16657,3.8,0.63,9,1.08,48,-6.2,100.17
2016-01-07,Thursday,15,21.48,16832,3,0.27,10,0.87,59,-4.2,100.14
2016-01-07,Thursday,16,24.42,17142,2.5,-0.33,10,0.25,61,-4.3,100.13
2016-01-07,Thursday,17,19.27,18087,1.6,-0.54,7,-0.37,66,-4.1,100.14
2016-01-07,Thursday,18,26.1,19131,0.7,-1.71,7,-1.21,72,-3.8,100.11
2016-01-07,Thursday,19,25.62,19211,0.8,-1.82,7,-1.87,77,-2.8,100.17
2016-01-07,Thursday,20,24.73,18958,0,-2.25,6,-2.07,78,-3.4,100.19
2016-01-07,Thursday,21,19.53,18591,-0.6,-3.10,7,-2.32,81,-3.5,100.18
2016-01-07,Thursday,22,25.86,17832,-1.1,-3.68,7,-3.28,81,-4,100.16
2016-01-07,Thursday,23,18.26,16564,-1.9,-6.06,10,-3.96,86,-3.9,100.12
2016-01-08,Friday,0,1.97,14973,-3.1,-7.08,8,-4.89,87,-5,100.06
2016-01-08,Friday,1,11.5,14684,-3.3,-2.12,1,-5.36,87,-5.2,99.99
2016-01-08,Friday,2,5.99,14114,-4,-6.85,6,-6.25,89,-5.6,99.98
2016-01-08,Friday,3,13.33,13994,-3.8,-6.81,5,-6.81,90,-5.2,99.99
2016-01-08,Friday,4,15.31,13986,-4.1,-9.37,12,-7.05,90,-5.5,99.88
2016-01-08,Friday,5,14.35,14133,-4,-6.58,5,-6.91,91,-5.3,99.88
2016-01-08,Friday,6,7.75,14624,-4.3,-7.94,5,-6.58,90,-5.7,99.85
2016-01-08,Friday,7,14.92,16024,-1.7,-7.91,8,-4.38,92,-2.8,99.85
2016-01-08,Friday,8,27.42,17529,-1.6,-4.54,5,-4.38,92,-2.7,99.85
2016-01-08,Friday,9,13.35,17727,-0.2,-4.85,8,-2.64,93,-1.2,99.8
2016-01-08,Friday,10,16.65,17550,1.3,-4.85,16,-0.77,90,-0.2,99.74
2016-01-08,Friday,12,30.99,17427,3.1,-1.40,14,0.81,77,-0.5,99.62
2016-01-08,Friday,13,14.35,17308,3.7,-0.91,17,1.73,70,-1.3,99.49
2016-01-08,Friday,14,23.31,17384,3.2,-1.33,21,1.83,75,-0.8,99.4
2016-01-08,Friday,15,22.39,17296,2.7,-1.70,19,0.89,76,-1.1,99.37
2016-01-08,Friday,16,19.78,17413,2.6,-1.50,16,0.48,78,-0.9,99.37
2016-01-08,Friday,17,16.5,17963,2.7,-1.53,17,0.27,70,-2.2,99.35
2016-01-08,Friday,18,14.37,18801,2.6,-0.33,10,-0.05,68,-2.7,99.3
2016-01-08,Friday,19,15.07,18689,2.6,0.32,8,0.07,71,-2.1,99.25
2016-01-08,Friday,20,16.88,18526,3,-0.21,10,0.93,77,-0.6,99.26
2016-01-08,Friday,21,19.82,18054,2.4,-0.45,10,0.98,84,0,99.22
2016-01-08,Friday,22,29.07,17492,2.1,-0.55,9,0.31,86,0,99.17
2016-01-08,Friday,23,8.93,16343,2,-0.67,9,0.18,92,0.8,99.12
2016-01-09,Saturday,0,1.43,14031,2.4,-1.65,14,0.64,94,1.5,99.09
2016-01-09,Saturday,1,-0.93,14235,2.8,-1.46,15,1.32,95,2.1,99.06
2016-01-09,Saturday,2,-1,13547,3.2,0.03,10,1.70,95,2.5,99.02
2016-01-09,Saturday,7,-1.96,13460,4.7,1.29,14,3.70,96,4.1,98.94
2016-01-09,Saturday,8,-0.25,14239,5.3,1.54,14,4.50,96,4.7,98.96
2016-01-09,Saturday,9,5.81,15186,6.2,2.62,12,5.70,96,5.6,98.99
2016-01-09,Saturday,10,13.64,15772,6.9,3.71,12,6.60,95,6.2,99.06
2016-01-09,Saturday,11,16.63,16164,7.2,4.24,14,6.89,93,6.2,99.1
2016-01-09,Saturday,12,14.34,16377,7.7,4.20,17,7.54,90,6.2,99.06
2016-01-09,Saturday,13,10.88,16432,8.1,5.22,14,7.83,88,6.2,99.02
2016-01-09,Saturday,14,8.73,16235,8.3,6.01,12,7.98,86,6.1,99.01
2016-01-09,Saturday,15,14.36,16220,8.4,6.10,13,8.05,85,6,99.05
2016-01-09,Saturday,16,18.57,16313,8.5,6.90,7,8.20,83,5.8,99.08
2016-01-09,Saturday,17,20.09,16845,5.8,3.17,11,8.43,89,4.1,99.13
2016-01-09,Saturday,18,22.16,17628,6.8,4.46,7,6.63,86,4.6,99.14
2016-01-09,Saturday,19,19.09,17574,6,5.22,5,6.08,88,4.2,99.08
2016-01-09,Saturday,20,13.52,16880,6,4.76,6,5.63,92,4.8,99.08
2016-01-09,Saturday,21,5.88,16215,6.2,4.57,7,5.54,93,5.2,99.02
2016-01-09,Saturday,22,6.51,15522,6.4,3.77,11,5.71,91,5.1,98.91
2016-01-09,Saturday,23,2.79,14844,6.4,3.23,15,5.33,84,3.9,98.82
2016-01-10,Sunday,0,1.44,15138,5.8,3.23,12,5.31,86,3.7,98.73
2016-01-10,Sunday,1,-0.98,13297,5.3,2.38,12,4.70,87,3.3,98.53
2016-01-10,Sunday,5,-1.71,12346,5.5,1.70,20,5.01,93,4.5,98.04
2016-01-10,Sunday,6,1.36,12653,5.7,2.69,13,4.93,94,4.8,97.89
2016-01-10,Sunday,7,8.67,13241,5.8,2.61,15,5.11,95,5.1,97.64
2016-01-10,Sunday,8,8.73,13957,6,3.17,13,5.52,95,5.3,97.43
2016-01-10,Sunday,9,5.33,14330,5.9,1.77,24,5.60,94,5,97.23
2016-01-10,Sunday,10,0,15001,5.8,1.85,22,5.20,94,4.9,97.06
2016-01-10,Sunday,11,0,15696,5.9,2.33,17,5.25,95,5.2,96.86
2016-01-10,Sunday,12,0,16008,6.5,3.73,10,6.05,95,5.8,96.65
2016-01-10,Sunday,13,3.2,16100,6.5,4.66,8,6.05,95,5.8,96.49
2016-01-10,Sunday,14,0,16004,6.3,2.13,23,6.46,95,5.6,96.49
2016-01-10,Sunday,15,0,15964,2.1,-4.27,36,5.23,82,-0.7,96.64
2016-01-10,Sunday,16,0.47,16319,0.1,-8.59,57,-0.41,77,-3.5,96.82
2016-01-10,Sunday,17,3.87,17352,-0.8,-9.51,52,-2.98,76,-4.5,97.13
2016-01-10,Sunday,18,10.83,18498,-1.5,-11.20,66,-4.13,66,-7.1,97.46
2016-01-10,Sunday,19,6,18386,-2.6,-11.97,54,-4.99,68,-7.7,97.72
2016-01-10,Sunday,20,5.86,17771,-3.7,-13.18,50,-6.11,73,-7.9,97.88
2016-01-10,Sunday,21,6.57,17429,-4.1,-13.42,43,-7.25,69,-9,97.97
2016-01-10,Sunday,22,6.6,16713,-4.7,-13.48,38,-7.90,70,-9.4,98.11
2016-01-10,Sunday,23,4.27,15967,-5.4,-14.02,32,-8.67,71,-9.9,98.26
2016-01-11,Monday,0,17.58,16643,-6.2,-15.88,42,-9.25,75,-9.9,98.36
2016-01-11,Monday,1,0,14459,-6.5,-14.95,30,-10.23,66,-11.9,98.46
2016-01-11,Monday,2,-0.39,14070,-7,-15.86,32,-10.41,79,-10.1,98.57
2016-01-11,Monday,3,-1.36,13990,-7.5,-17.10,37,-11.31,62,-13.6,98.64
2016-01-11,Monday,4,-0.03,14091,-7.9,-18.16,42,-11.93,58,-14.8,98.7
2016-01-11,Monday,5,0,14465,-8.2,-17.68,34,-12.29,62,-14.3,98.76
2016-01-11,Monday,6,0,15214,-8.5,-17.14,27,-12.38,69,-13.2,98.83
2016-01-11,Monday,7,5.64,16653,-8.4,-18.33,35,-12.68,65,-13.9,98.89
2016-01-11,Monday,8,10.88,18165,-8.6,-18.58,36,-12.53,67,-13.7,98.95
2016-01-11,Monday,9,10.88,18164,-8.2,-18.09,32,-12.60,63,-14.1,99.03
2016-01-11,Monday,10,10.29,17840,-7.6,-17.68,34,-11.82,64,-13.3,99.12
2016-01-11,Monday,11,13.33,17709,-6.9,-17.37,37,-10.89,61,-13.2,99.18
2016-01-11,Monday,12,11.82,17857,-6.7,-17.19,43,-10.69,60,-13.2,99.16
2016-01-11,Monday,13,7.13,17626,-6.7,-16.49,40,-10.25,60,-13.2,99.18
2016-01-11,Monday,14,13.33,17781,-6.6,-16.33,36,-10.27,54,-14.5,99.2
2016-01-11,Monday,15,13.78,17767,-6.6,-16.08,35,-10.62,53,-14.7,99.27
2016-01-11,Monday,16,19.85,18175,-7.5,-16.52,32,-10.84,53,-15.5,99.32
2016-01-11,Monday,17,21.28,19224,-8.4,-17.43,30,-11.99,55,-15.9,99.37
2016-01-11,Monday,18,24.43,20347,-9,-18.22,30,-12.95,56,-16.3,99.4
2016-01-11,Monday,19,23.12,20494,-9.7,-18.21,24,-13.58,57,-16.7,99.42
2016-01-11,Monday,20,27.85,20314,-10,-19.79,31,-14.31,58,-16.8,99.41
2016-01-11,Monday,21,28.11,19938,-10.3,-18.16,19,-14.69,61,-16.5,99.35
2016-01-11,Monday,22,26.33,19109,-10.2,-16.52,12,-14.69,61,-16.4,99.32
2016-01-11,Monday,23,20.42,17982,-10,-15.96,11,-14.59,61,-16.2,99.27
2016-01-12,Tuesday,0,2.42,16441,-9.5,-15.26,10,-13.94,61,-15.7,99.2
2016-01-12,Tuesday,1,31.39,15705,-9.6,-12.59,5,-13.98,65,-15,99.11
2016-01-12,Tuesday,2,14.35,15365,-9.6,-14.13,8,-13.81,69,-14.3,98.96
2016-01-12,Tuesday,3,11.55,15204,-9.5,-13.57,7,-13.75,79,-12.5,98.79
2016-01-12,Tuesday,4,10.19,15039,-8.7,-14.30,9,-12.78,84,-10.9,98.61
2016-01-12,Tuesday,5,5.88,15003,-6.3,-15.38,16,-9.97,89,-7.8,98.41
2016-01-12,Tuesday,6,10.13,15616,-5.3,-13.07,20,-8.84,88,-7,98.27
2016-01-12,Tuesday,7,14.92,16899,-4.4,-11.57,18,-7.75,90,-5.8,98.11
2016-01-12,Tuesday,8,21.42,18563,-3,-9.84,15,-6.08,91,-4.3,97.96
2016-01-12,Tuesday,9,20.06,18699,-2.1,-8.38,17,-5.24,83,-4.6,97.91
2016-01-12,Tuesday,10,17.51,18575,-2.2,-7.81,18,-5.33,76,-5.9,97.85
2016-01-12,Tuesday,11,20.5,18480,-2.3,-7.17,14,-5.24,79,-5.5,97.82
2016-01-12,Tuesday,12,15.56,18512,-2.1,-8.45,22,-5.21,76,-5.8,97.72
2016-01-12,Tuesday,13,12.31,18312,-3.4,-10.80,26,-5.36,79,-6.5,97.71
2016-01-12,Tuesday,14,12.36,18262,-5.5,-15.03,43,-7.03,73,-9.6,97.79
2016-01-12,Tuesday,15,12.37,18271,-5.8,-14.63,35,-9.43,67,-11,97.85
2016-01-12,Tuesday,16,12.34,18369,-6.6,-14.68,27,-9.68,71,-11,97.93
2016-01-12,Tuesday,17,13.12,19022,-7.1,-15.99,32,-10.66,67,-12.2,97.96
2016-01-12,Tuesday,18,22.91,20144,-7.5,-16.65,32,-10.95,80,-10.4,98.02
2016-01-12,Tuesday,19,20.35,20186,-5.5,-17.53,41,-9.39,64,-11.3,98.17
2016-01-12,Tuesday,20,23.46,19925,-6.1,-15.45,39,-9.52,63,-12.1,98.37
2016-01-12,Tuesday,21,15.7,19507,-6.8,-16.17,37,-10.34,61,-13.1,98.49
2016-01-12,Tuesday,22,15.09,18705,-6.9,-16.57,37,-11.21,56,-14.3,98.62
2016-01-12,Tuesday,23,8.88,17577,-8.1,-15.82,22,-10.68,71,-12.5,98.77
2016-01-13,Wednesday,0,14.34,16624,-8,-18.30,37,-11.66,61,-14.3,98.8
2016-01-13,Wednesday,1,0.97,15475,-8.5,-18.45,36,-12.53,61,-14.8,98.85
2016-01-13,Wednesday,2,5.08,15036,-9.1,-19.12,35,-12.80,64,-14.7,98.94
2016-01-13,Wednesday,3,5.88,14900,-9.6,-19.00,30,-13.53,66,-14.8,99.07
2016-01-13,Wednesday,4,5.94,14953,-9.8,-18.29,23,-13.92,69,-14.5,99.17
2016-01-13,Wednesday,5,8.75,15103,-10.3,-17.72,17,-14.06,67,-15.3,99.26
2016-01-13,Wednesday,6,8.24,15821,-9.6,-18.07,18,-14.06,67,-14.6,99.36
2016-01-13,Wednesday,7,21.95,17257,-9.6,-17.55,21,-13.98,65,-15,99.39
2016-01-13,Wednesday,8,21.94,18625,-9.6,-15.72,13,-13.93,68,-14.5,99.4
2016-01-13,Wednesday,9,15,18819,-8.9,-17.55,21,-13.16,75,-12.6,99.45
2016-01-13,Wednesday,10,21.1,18600,-8.7,-17.06,24,-12.98,66,-14,99.48
2016-01-13,Wednesday,11,14.47,18332,-8.2,-18.59,35,-12.44,60,-14.7,99.47
2016-01-13,Wednesday,12,12.27,18230,-7.2,-17.44,31,-11.52,57,-14.4,99.4
2016-01-13,Wednesday,13,14.33,17889,-7.8,-17.04,30,-11.66,61,-14.1,99.34
2016-01-13,Wednesday,14,14.38,17891,-7.6,-17.43,30,-11.79,60,-14.1,99.26
2016-01-13,Wednesday,15,14.36,17884,-8.4,-18.07,35,-11.45,55,-15.9,99.23
2016-01-13,Wednesday,16,15.59,18327,-8.9,-16.32,18,-12.68,65,-14.3,99.21
2016-01-13,Wednesday,17,18.35,19257,-8.8,-17.53,27,-13.06,62,-14.8,99.2
2016-01-13,Wednesday,18,24.37,20354,-8.8,-17.50,26,-13.08,67,-13.9,99.16
2016-01-13,Wednesday,19,21.97,20354,-8.9,-16.97,22,-13.19,67,-14,99.13
2016-01-13,Wednesday,20,19.88,20101,-8.4,-17.18,24,-12.84,62,-14.5,99.06
2016-01-13,Wednesday,21,19.78,19682,-7.9,-16.86,26,-12.37,58,-14.8,98.98
2016-01-13,Wednesday,22,25.46,18983,-8.2,-16.03,21,-12.09,73,-12.2,98.91
2016-01-13,Wednesday,23,15.58,17845,-8.1,-14.53,15,-11.99,78,-11.3,98.82
2016-01-14,Thursday,0,42.4,16055,-8.1,-15.40,19,-12.03,82,-10.7,98.78
2016-01-14,Thursday,1,14.38,15831,-8.2,-15.77,21,-12.14,82,-10.8,98.68
2016-01-14,Thursday,2,14.33,15520,-8.3,-17.17,29,-12.33,72,-12.5,98.63
2016-01-14,Thursday,3,14.35,15365,-8.4,-16.83,25,-12.57,71,-12.8,98.62
2016-01-14,Thursday,4,14.37,15369,-8.3,-14.52,14,-12.57,71,-12.7,98.65
2016-01-14,Thursday,5,14.35,15469,-8.1,-15.11,17,-12.35,71,-12.5,98.66
2016-01-14,Thursday,6,18.59,15963,-7.6,-15.27,19,-11.77,72,-11.8,98.69
2016-01-14,Thursday,7,41.86,17294,-7.8,-15.52,21,-11.63,74,-11.7,98.73
